model_name,build_type,skuno,station,serial_number,repair_detail_created_at,repair_code,result,symptom_labels
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09659,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09659,2024-03-04 17:27:19,RETEST,0,checking bmc boot readiness and get bmc ip failed|dump lpcsnoop service log at initial boot failed|no-output-detected|sync attachment to control server failed|task-failed-with-non-zero-code-return-code|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09659,2024-03-29 11:53:03,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09659,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09666,2024-03-11 15:21:37,RETEST,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09666,2024-03-11 15:22:04,RETEST,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09666,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00635,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00635,2024-03-19 12:35:58,REPLACE- CPU,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00635,2024-03-19 12:50:54,REPLACE- CPU,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00635,2024-03-25 19:20:19,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00635,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00649,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00649,2024-03-27 16:23:20,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00649,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00737,2024-03-14 14:40:36,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00737,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00741,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00741,2024-03-15 14:08:58,REPLACE- DIMM,0,error-monitor-procedural-error|read-mce-tolerance-failed|task-failed-with-non-zero-code-return-code
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00741,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00775,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00775,2024-03-20 09:36:48,REPLACE- CPU,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00775,2024-03-20 09:37:21,REPLACE- CPU,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00775,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00805,2024-03-14 14:32:40,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00805,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00872,,,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00872,2024-03-14 12:27:20,REPLACE- DIMM,0,dimm infos validation failure
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00872,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00897,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00897,2024-03-16 09:24:00,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00897,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00926,2024-03-14 16:41:35,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00926,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00965,,,0,rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2409-00965,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-01089,2024-03-08 12:39:59,RETEST,0,hardware config check failed
ASTORIA,GA,1154427,AST SDC Test,FWI2409-01089,2024-03-16 09:50:01,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|no-output-detected|rsync-error|test-completion-missing-error-amd_cpu_power_virus|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2409-01089,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-06544,,,0,diorite pci string checking|host-boot-timeout|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2409-06544,2024-03-19 08:49:38,SWAP - CPU,0,no-output-detected|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2409-06544,2024-03-20 09:32:11,RESEAT - DIMM,0,dimm infos validation failure
ASTORIA,GA,1154427,AST SDC Test,FWI2409-06544,2024-03-25 15:14:37,RETEST,0,diorite pci string checking|dump lpcsnoop service log at initial boot failed|host-boot-timeout|no-output-detected|sync attachment to control server failed|task-failed-with-non-zero-code-return-code|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2409-06544,2024-03-26 10:52:46,REPLACE- DIMM,0,dimm infos validation failure
ASTORIA,GA,1154427,AST SDC Test,FWI2409-06544,2024-04-09 11:45:58,REPLACE- MOBO,0,diorite pci string checking|error-monitor-procedural-error|host-boot-timeout|no-output-detected|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-cpu_checker_burnin|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2409-06544,2024-04-09 11:46:33,REPLACE- CPU,0,diorite pci string checking|error-monitor-procedural-error|host-boot-timeout|no-output-detected|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-cpu_checker_burnin|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2409-06544,2024-04-09 11:47:07,REPLACE- CPU,0,diorite pci string checking|error-monitor-procedural-error|host-boot-timeout|no-output-detected|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-cpu_checker_burnin|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2409-06544,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-06690,,,0,rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2409-06690,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07046,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07046,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07048,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07048,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07073,2024-03-09 12:10:22,RETEST,0,check dut connections failed|create telnet and ssh connection to dut failed|diorite pci string checking|diorite sanity check failed|diorite ssh connection failed|error-monitor-procedural-error|no-output-detected|read-mce-tolerance-failed|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-dna|test-completion-missing-error-rainbow|timeout exceeded.
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07073,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07154,,,0,lower critical limit violated|rsync-error|sensor-limits-satisfied|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07154,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07201,2024-03-03 08:44:50,RETEST,0,check dut connections failed|create telnet and ssh connection to dut failed|diorite pci string checking|diorite sanity check failed|diorite ssh connection failed|error-monitor-procedural-error|no-output-detected|procedural-error|read-mce-tolerance-failed|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-dna|test-completion-missing-error-rainbow|timeout exceeded.
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07201,2024-03-06 09:47:27,RETEST,0,check dut connections failed|create telnet and ssh connection to dut failed|diorite pci string checking
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07201,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07271,,,0,diorite pci string checking|error-monitor-procedural-error|host-boot-timeout|lower critical limit violated|no-output-detected|rsync-error|sensor-limits-satisfied|task-failed-with-non-zero-code-return-code|test-completion-missing-error-amd_cpu_power_virus|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07271,2024-04-04 16:41:58,RETEST,0,diorite pci string checking|error-monitor-procedural-error|host-boot-timeout|lower critical limit violated|no-output-detected|rsync-error|sensor-limits-satisfied|task-failed-with-non-zero-code-return-code|test-completion-missing-error-dna|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07271,2024-04-11 11:40:33,REPLACE- MOBO,0,diorite pci string checking|error-monitor-procedural-error|host-boot-timeout|lower critical limit violated|no-output-detected|rsync-error|sensor-limits-satisfied|task-failed-with-non-zero-code-return-code|test-completion-missing-error-amd_cpu_power_virus|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07271,2024-04-11 11:41:04,REPLACE- CPU,0,diorite pci string checking|error-monitor-procedural-error|host-boot-timeout|lower critical limit violated|no-output-detected|rsync-error|sensor-limits-satisfied|task-failed-with-non-zero-code-return-code|test-completion-missing-error-amd_cpu_power_virus|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07271,2024-04-11 11:41:33,REPLACE- CPU,0,diorite pci string checking|error-monitor-procedural-error|host-boot-timeout|lower critical limit violated|no-output-detected|rsync-error|sensor-limits-satisfied|task-failed-with-non-zero-code-return-code|test-completion-missing-error-amd_cpu_power_virus|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07271,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07329,,,0,rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07329,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07333,2024-03-14 13:58:37,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07333,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07352,2024-03-29 11:46:28,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07352,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07357,,,0,error-monitor-procedural-error|no-output-detected|read-mce-tolerance-failed|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2409-07357,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2410-14789,,,0,rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2410-14789,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2410-14909,,,0,pwm_tach test step1 fail !
ASTORIA,GA,1154427,AST SDC Test,FWI2410-14909,,,0,error-monitor-procedural-error|no-output-detected|procedural-error|read-mce-tolerance-failed|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2410-14909,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2410-14977,,,0,rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2410-14977,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2410-14981,2024-03-08 14:19:06,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2410-14981,2024-03-08 14:19:06,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2410-14981,2024-03-08 14:20:23,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2410-14981,2024-03-08 14:21:05,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2410-14981,2024-03-08 14:21:40,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2410-14981,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2411-00736,,,0,rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2411-00736,2024-03-14 22:02:01,RETEST,0,meltan-parsing-error|test-completion-missing-error-error_monitor|test-completion-missing-error-sensor_monitor
ASTORIA,GA,1154427,AST SDC Test,FWI2411-00736,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2411-00889,,,0,rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2411-00889,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04005,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04005,2024-04-17 15:02:11,REPLACE- DIMM,0,hardware config check failed|procedural-error
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04005,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04016,,,0,rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04016,2024-03-19 13:33:48,REPLACE- DIMM,0,caught oserror exception.|diorite pci string checking|no-output-detected|rsync-error|test-completion-missing-error-dna|timeout exceeded.
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04016,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04051,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04051,2024-03-22 10:44:07,REPLACE- CPU,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04051,2024-03-22 10:44:50,REPLACE- CPU,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04051,2024-03-26 09:40:23,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04051,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04067,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04067,2024-04-26 14:24:59,REPLACE- MOBO,0,fru infos validation failure
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04067,2024-04-26 14:29:07,REPLACE- CPU,0,fru infos validation failure
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04067,2024-04-26 14:33:04,REPLACE- CPU,0,fru infos validation failure
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04067,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04216,,,0,rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04216,2024-04-03 11:27:40,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2411-04216,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2412-00001,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2412-00001,2024-03-25 15:51:03,REPLACE- DIMM,0,caught oserror exception.|diorite ssh connection failed|dump lpcsnoop service log at initial boot failed|no-output-detected|sync attachment to control server failed|task-failed-with-non-zero-code-return-code|test-completion-missing-error-dna|timeout exceeded.
ASTORIA,GA,1154427,AST SDC Test,FWI2412-00001,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2412-08978,2024-05-02 16:38:33,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2412-08978,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09009,2024-04-10 14:35:45,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09009,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09012,,,0,rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09012,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09043,2024-04-12 16:24:15,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09043,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09269,,,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09269,2024-04-11 09:40:34,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09269,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09291,2024-05-24 15:51:54,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|no-output-detected|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09291,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09392,2024-04-10 16:26:41,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09392,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09405,,,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2412-09405,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01482,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01482,2024-04-18 17:35:18,RETEST,0,rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01482,2024-04-19 09:42:32,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01482,2024-04-22 09:47:01,SWAP - CPU,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01482,2024-05-03 15:29:34,REPLACE- CPU,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01482,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01508,,,0,rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01508,2024-06-07 14:24:29,REPLACE- MOBO,0,rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01508,2024-06-07 14:25:55,REPLACE- CPU,0,rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01508,2024-06-07 14:27:02,REPLACE- CPU,0,rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01508,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01556,,,0,diorite pci string checking|diorite sanity check failed|diorite ssh connection failed|error-monitor-procedural-error|host-boot-timeout|no-output-detected|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-dna|test-completion-missing-error-maxcorestim|timeout exceeded.
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01556,2024-04-29 11:48:41,REPLACE-GULP,0,checking bmc boot readiness and get bmc ip failed|dump lpcsnoop service log at initial boot failed|no-output-detected|rsync-error|sync attachment to control server failed|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01556,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01591,,,0,hardware config check failed|no-output-detected|rsync-error|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01591,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01626,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01626,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01638,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01638,2024-04-06 12:09:32,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01638,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01645,2024-04-11 09:44:01,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01645,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01654,2024-04-30 13:48:35,REPLACE- DIMM,0,no-output-detected|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01654,2024-05-03 16:23:43,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01654,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01694,2024-04-12 15:19:21,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01694,2024-04-12 15:31:28,RETEST,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01694,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01740,,,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01740,2024-04-30 13:39:46,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01740,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01770,,,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01770,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01786,2024-04-13 09:18:36,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01786,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01881,2024-04-18 18:21:00,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim|unknown-dimm-errors
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01881,2024-04-18 18:21:56,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim|unknown-dimm-errors
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01881,2024-04-18 18:23:19,RETEST,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim|unknown-dimm-errors
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01881,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01928,2024-04-17 15:01:00,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01928,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01929,2024-04-25 09:08:13,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01929,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01937,2024-04-17 17:43:11,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01937,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01939,,,0,no-output-detected|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2414-01939,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-06020,2024-04-19 09:13:37,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2414-06020,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-06034,2024-04-22 19:25:13,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2414-06034,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2414-06036,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2414-06036,,,1,
