model_name,build_type,skuno,station,serial_number,repair_detail_created_at,repair_code,result,symptom_labels
ASTORIA,GA,1154427,AST SDC Test,FWI2405-00330,2024-03-16 11:29:34,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2405-00330,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2405-00437,2024-03-16 11:34:12,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2405-00437,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2405-00465,2024-02-02 07:53:34,RETEST,0,diorite ssh connection failed
ASTORIA,GA,1154427,AST SDC Test,FWI2405-00465,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2405-00465,2024-02-06 09:15:26,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2405-00465,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2405-00501,,,0,rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2405-00501,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2405-10846,2024-02-07 16:35:19,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2405-10846,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2405-10884,,,0,rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2405-10884,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2405-10960,2024-02-07 16:20:17,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2405-10960,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2405-11006,2024-02-10 10:36:37,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2405-11006,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2405-11103,2024-02-09 15:23:55,RETEST,0,check dut connections failed|create telnet and ssh connection to dut failed|diorite pci string checking|diorite sanity check failed|diorite ssh connection failed|rsync-error|test-completion-missing-error-maxcorestim|timeout exceeded.
ASTORIA,GA,1154427,AST SDC Test,FWI2405-11103,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2405-11181,,,0,excessive-uncorrectable-watchdog-cpu-errors|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2405-11181,2024-03-27 18:15:02,REPLACE- CPU,0,no-output-detected|task-failed-with-non-zero-code-return-code|test-completion-missing-error-dna|timeout exceeded.
ASTORIA,GA,1154427,AST SDC Test,FWI2405-11181,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06375,,,0,diorite pci string checking|error-monitor-procedural-error|host-boot-timeout|no-output-detected|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-amd_cpu_power_virus|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06375,2024-04-09 08:03:31,RESEAT - NIC,0,diorite sanity check failed|diorite ssh connection failed|dump lpcsnoop service log at initial boot failed|no-output-detected|rsync-error|sync attachment to control server failed|test-completion-missing-error-dna|timeout exceeded.
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06375,2024-04-15 11:01:35,REPLACE- DIMM,0,diorite pci string checking|error-monitor-procedural-error|host-boot-timeout|process-plan-aborted|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06375,2024-04-15 11:02:10,REPLACE- DIMM,0,diorite pci string checking|error-monitor-procedural-error|host-boot-timeout|process-plan-aborted|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06375,2024-04-15 11:02:42,REPLACE- DIMM,0,diorite pci string checking|error-monitor-procedural-error|host-boot-timeout|process-plan-aborted|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06375,2024-04-15 11:16:17,REPLACE- DIMM,0,diorite pci string checking|error-monitor-procedural-error|host-boot-timeout|process-plan-aborted|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06375,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06470,2024-03-21 14:01:15,RETEST,0,check dut connections failed|create telnet and ssh connection to dut failed|diorite pci string checking|diorite sanity check failed|diorite ssh connection failed|error-monitor-procedural-error|no-output-detected|procedural-error|read-mce-tolerance-failed|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-cpu_checker_burnin|test-completion-missing-error-dna|timeout exceeded.
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06470,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06563,,,0,rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06563,2024-03-25 14:29:18,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|no-output-detected|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06563,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06615,,,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06615,2024-02-21 11:41:16,RETEST,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06615,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06641,2024-02-12 11:45:20,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06641,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06699,2024-03-14 11:21:34,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06699,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06799,2024-02-10 11:07:10,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06799,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06800,2024-02-10 10:35:24,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06800,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06823,2024-03-25 10:53:18,REPLACE- CPU,0,excessive-uncorrectable-core-cpu-errors|no-output-detected|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2406-06823,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08451,2024-02-13 13:33:45,RETEST,0,excessive-correctable-unclassified-cpu-errors
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08451,,,0,no-output-detected|part number could not be empty|rsync-error|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08451,2024-02-28 17:31:16,RETEST,0,exception-exception
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08451,2024-02-29 14:49:46,SWAP - CPU,0,excessive-correctable-unclassified-cpu-errors
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08451,2024-03-01 11:07:19,REPLACE- CPU,0,excessive-correctable-unclassified-cpu-errors|no-output-detected|task-failed-with-non-zero-code-return-code|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08451,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08467,2024-02-13 10:00:05,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08467,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08486,,,0,excessive-uncorrectable-cache-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08486,2024-02-28 19:10:18,RETEST,0,rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08486,2024-03-11 15:52:38,RESEAT - AGORA,0,check dut connections failed|create telnet and ssh connection to dut failed|diorite pci string checking|error-monitor-procedural-error|lower critical limit violated|no-output-detected|rsync-error|sensor-limits-satisfied|task-failed-with-non-zero-code-return-code|test-completion-missing-error-dna|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08486,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08573,2024-03-15 12:21:21,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08573,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08796,,,0,no-output-detected|rsync-error|test-completion-missing-error-cpu_checker_burnin|test-completion-missing-error-dna|test-completion-missing-error-error_monitor|test-completion-missing-error-sensor_monitor
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08796,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08838,2024-03-15 12:07:25,REPLACE- DIMM,0,error-monitor-procedural-error|load-hwinfo-fail|no-output-detected|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2406-08838,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2407-05977,,,0,error-monitor-procedural-error|no-output-detected|procedural-error|read-mce-tolerance-failed|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2407-05977,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06084,,,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06084,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06104,2024-02-16 16:04:01,RETEST,0,error-monitor-procedural-error|procedural-error|read-mce-tolerance-failed|task-failed-with-non-zero-code-return-code
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06104,2024-02-20 09:34:14,RETEST,0,check dut connections failed|create telnet and ssh connection to dut failed|diorite pci string checking|diorite sanity check failed|diorite ssh connection failed|no-output-detected|rsync-error|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06104,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06165,,,0,attach booting logs to otc failed.|diorite pci string checking|diorite sanity check failed|diorite ssh connection failed|error-monitor-procedural-error|no-output-detected|procedural-error|read-mce-tolerance-failed|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-amd_cpu_power_virus|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06165,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06259,2024-03-15 11:28:33,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06259,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06263,2024-03-15 12:14:14,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06263,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06270,2024-02-26 09:40:20,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06270,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06284,2024-02-26 11:58:08,REPLACE- DIMM,0,error-monitor-procedural-error|no-output-detected|read-mce-tolerance-failed|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06284,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06315,2024-02-28 19:17:34,REPLACE- NIC,0,check dut connections failed|create host ssh connection failed|diorite pci string checking|diorite sanity check failed|diorite ssh connection failed|error-monitor-procedural-error|no-output-detected|read-mce-tolerance-failed|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-dna|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06315,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06359,2024-02-20 16:37:55,RETEST,0,check dut connections failed|create host ssh connection failed|diorite pci string checking|diorite sanity check failed|diorite ssh connection failed|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2407-06359,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-01872,2024-03-05 11:45:44,SWAP - CPU,0,rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2408-01872,2024-03-06 09:50:31,RETEST,0,excessive-uncorrectable-watchdog-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2408-01872,2024-03-07 15:46:47,RETEST,0,excessive-uncorrectable-watchdog-cpu-errors|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2408-01872,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02027,,,0,rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02027,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02028,,,0,rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02028,2024-03-15 15:49:04,REPLACE- DIMM,0,check dut connections failed|create telnet and ssh connection to dut failed|diorite pci string checking|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02028,2024-03-15 15:50:58,REPLACE - PCIe X16 Cable,0,check dut connections failed|create telnet and ssh connection to dut failed|diorite pci string checking|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02028,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02042,,,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02042,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02119,2024-03-14 16:53:53,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02119,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02121,2024-03-14 17:42:26,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02121,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02126,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02126,2024-03-14 14:03:27,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-02126,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07516,2024-03-25 19:40:31,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07516,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07526,2024-03-14 14:37:03,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07526,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07556,2024-02-26 11:23:50,RETEST,0,check dut connections failed|create telnet and ssh connection to dut failed|diorite sanity check failed|diorite ssh connection failed|no-output-detected|rsync-error|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07556,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07582,2024-02-28 07:55:17,RETEST,0,check dut connections failed|create telnet and ssh connection to dut failed|diorite pci string checking|diorite sanity check failed|diorite ssh connection failed|mobo boot failed|no-output-detected|rsync-error|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07582,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07722,2024-03-14 12:22:53,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07722,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07790,,,0,excessive-uncorrectable-watchdog-cpu-errors|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07790,2024-03-04 10:06:15,RETEST,0,rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07790,2024-03-04 14:06:18,SWAP - CPU,0,excessive-uncorrectable-watchdog-cpu-errors|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07790,2024-03-04 16:19:53,REPLACE- CPU,0,excessive-uncorrectable-watchdog-cpu-errors|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07790,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07816,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07816,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07833,,,0,acceptable-correctable-dimm-errors|excessive-uncorrectable-dimm-errors|rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07833,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07897,,,0,caught oserror exception.|diorite pci string checking|error-monitor-procedural-error|load-hwinfo-fail|no-output-detected|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-maxcorestim|timeout exceeded.
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07897,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07900,2024-03-16 07:17:01,RETEST,0,the sensor count of config_check_hw is not matched.
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07900,2024-03-19 09:30:56,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07900,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07916,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07916,2024-02-24 13:33:03,RETEST,0,check dut connections failed|create telnet and ssh connection to dut failed|diorite pci string checking|diorite sanity check failed|diorite ssh connection failed|no-output-detected|rsync-error|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07916,2024-02-25 10:07:36,RETEST,0,check dut connections failed|create telnet and ssh connection to dut failed|diorite pci string checking|diorite sanity check failed|no-output-detected|rsync-error|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07916,2024-03-14 16:57:10,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07916,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07925,2024-03-14 17:11:52,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07925,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07933,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07933,2024-03-06 12:51:13,RETEST,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07933,2024-03-15 14:22:33,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07933,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07936,2024-03-15 11:18:41,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-07936,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-08946,,,0,error-monitor-procedural-error|no-output-detected|read-mce-tolerance-failed|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2408-08946,2024-03-13 14:19:40,RETEST,0,hardware config check failed
ASTORIA,GA,1154427,AST SDC Test,FWI2408-08946,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09002,2024-03-15 09:56:15,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09002,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09082,,,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09082,2024-03-13 20:30:09,RETEST,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09082,2024-03-14 16:22:38,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09082,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09209,2024-03-15 10:02:36,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09209,2024-03-15 10:03:11,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09209,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09214,,,0,no-output-detected|rsync-error|send_cmd_failure-exception|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09214,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09230,2024-02-28 19:10:49,RETEST,0,check dut connections failed|create telnet and ssh connection to dut failed|diorite pci string checking|diorite sanity check failed
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09230,2024-03-12 08:17:19,SWAP - CPU,0,excessive-uncorrectable-cache-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09230,2024-03-12 08:32:03,RETEST,0,excessive-uncorrectable-cache-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09230,2024-03-15 11:52:30,REPLACE- CPU,0,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09230,2024-03-13 18:48:25,RESEAT - DIMM,0,no-output-detected|task-failed-with-non-zero-code-return-code|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09230,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09230,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09269,,,0,diorite pci string checking|error-monitor-procedural-error|host-boot-timeout|lower critical limit violated|process-plan-aborted|rsync-error|sensor-limits-satisfied|task-failed-with-non-zero-code-return-code|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09269,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09321,,,0,error-monitor-procedural-error|no-output-detected|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-dna|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09321,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09352,,,0,error-monitor-procedural-error|no-output-detected|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-amd_cpu_power_virus|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09352,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09353,,,0,error-monitor-procedural-error|no-output-detected|read-mce-tolerance-failed|rsync-error|task-failed-with-non-zero-code-return-code|test-completion-missing-error-cpu_checker_burnin
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09353,2024-03-10 09:53:27,RETEST,0,create telnet and ssh connection to dut failed|diorite pci string checking|no-output-detected|task-failed-with-non-zero-code-return-code|test-completion-missing-error-dna
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09353,2024-03-14 11:08:54,REPLACE- DIMM,0,hardware config check failed|procedural-error
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09353,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09370,2024-03-15 11:25:26,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-amd_cpu_power_virus
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09370,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09391,,,0,create telnet and ssh connection to dut failed|diorite pci string checking|diorite sanity check failed|diorite ssh connection failed|rsync-error|test-completion-missing-error-cpu_checker_burnin|timeout exceeded.
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09391,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09423,2024-03-14 17:17:28,REPLACE- DIMM,0,excessive-uncorrectable-core-cpu-errors|rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09423,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09457,,,0,rsync-error|test-completion-missing-error-maxcorestim
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09457,,,1,
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09576,2024-03-19 11:45:56,REPLACE- DIMM,0,rsync-error|test-completion-missing-error-rainbow
ASTORIA,GA,1154427,AST SDC Test,FWI2408-09576,,,1,
