model_name,build_type,skuno,station,total_tests,failed_tests,failure_percentage,x_labels
ASTORIA,GA,1154503,AST SDC Test,69,6.0,8.7,ASTORIA_GA_1154503
ASTORIA,GA,1158438,AST Functional Test,351,180.0,51.28,ASTORIA_GA_1158438
ASTORIA,GA,1158438,AST Google Firmware Update Test,170,6.0,3.53,ASTORIA_GA_1158438
ASTORIA,GA,1158438,AST Run-in Test,194,26.0,13.4,ASTORIA_GA_1158438
ASTORIA,GA,1158438,AST SDC Test,180,17.0,9.44,ASTORIA_GA_1158438
ASTORIA,GA,1158440,AST Functional Test,270,124.0,45.93,ASTORIA_GA_1158440
ASTORIA,GA,1158440,AST Google Firmware Update Test,146,11.0,7.53,ASTORIA_GA_1158440
ASTORIA,GA,1158440,AST Run-in Test,158,15.0,9.49,ASTORIA_GA_1158440
ASTORIA,GA,1158440,AST SDC Test,164,25.0,15.24,ASTORIA_GA_1158440
ASTORIA,GA,1158442,AST Functional Test,889,407.0,45.78,ASTORIA_GA_1158442
ASTORIA,GA,1158442,AST Google Firmware Update Test,536,74.0,13.81,ASTORIA_GA_1158442
ASTORIA,GA,1158442,AST Run-in Test,578,104.0,17.99,ASTORIA_GA_1158442
ASTORIA,GA,1158442,AST SDC Test,502,37.0,7.37,ASTORIA_GA_1158442
ASTORIA,GA,1158445,AST Functional Test,332,189.0,56.93,ASTORIA_GA_1158445
ASTORIA,GA,1158445,AST Google Firmware Update Test,139,6.0,4.32,ASTORIA_GA_1158445
ASTORIA,GA,1158445,AST Run-in Test,158,21.0,13.29,ASTORIA_GA_1158445
ASTORIA,GA,1158445,AST SDC Test,142,9.0,6.34,ASTORIA_GA_1158445
ASTORIA,GA,1166348,AST Functional Test,2274,1140.0,50.13,ASTORIA_GA_1166348
ASTORIA,GA,1166348,AST Google Firmware Update Test,1187,120.0,10.11,ASTORIA_GA_1166348
ASTORIA,GA,1166348,AST Run-in Test,1290,188.0,14.57,ASTORIA_GA_1166348
ASTORIA,GA,1166348,AST SDC Test,1227,145.0,11.82,ASTORIA_GA_1166348
ASTORIA,GA,1168109,AST Functional Test,29,17.0,58.62,ASTORIA_GA_1168109
ASTORIA,GA,1168109,AST Google Firmware Update Test,15,3.0,20.0,ASTORIA_GA_1168109
ASTORIA,GA,1168109,AST Run-in Test,14,2.0,14.29,ASTORIA_GA_1168109
ASTORIA,GA,1168109,AST SDC Test,13,1.0,7.69,ASTORIA_GA_1168109
ASTORIA,GA,1168111,AST Functional Test,83,47.0,56.63,ASTORIA_GA_1168111
ASTORIA,GA,1168111,AST Google Firmware Update Test,37,3.0,8.11,ASTORIA_GA_1168111
ASTORIA,GA,1168111,AST Run-in Test,38,4.0,10.53,ASTORIA_GA_1168111
ASTORIA,GA,1168111,AST SDC Test,34,0.0,0.0,ASTORIA_GA_1168111
ASTORIA,GA,1170032,AST Functional Test,116,19.0,16.38,ASTORIA_GA_1170032
ASTORIA,GA,1170032,AST Google Firmware Update Test,101,7.0,6.93,ASTORIA_GA_1170032
ASTORIA,GA,1170032,AST Pre-Test,196,101.0,51.53,ASTORIA_GA_1170032
ASTORIA,GA,1170032,AST Run-in Test,111,16.0,14.41,ASTORIA_GA_1170032
ASTORIA,GA,1170032,AST SDC Test,98,4.0,4.08,ASTORIA_GA_1170032
ASTORIA,GA,1170489,AST Functional Test,72,40.0,55.56,ASTORIA_GA_1170489
ASTORIA,GA,1170489,AST Google Firmware Update Test,31,0.0,0.0,ASTORIA_GA_1170489
ASTORIA,GA,1170489,AST Run-in Test,35,4.0,11.43,ASTORIA_GA_1170489
ASTORIA,GA,1170489,AST SDC Test,32,1.0,3.12,ASTORIA_GA_1170489
ASTORIA,GA,1180383,AST Functional Test,468,172.0,36.75,ASTORIA_GA_1180383
ASTORIA,GA,1180383,AST Google Firmware Update Test,300,13.0,4.33,ASTORIA_GA_1180383
ASTORIA,GA,1180383,AST Pre-Test,509,219.0,43.03,ASTORIA_GA_1180383
ASTORIA,GA,1180383,AST Run-in Test,318,28.0,8.81,ASTORIA_GA_1180383
ASTORIA,GA,1180383,AST SDC Test,302,14.0,4.64,ASTORIA_GA_1180383
ASTORIA,GA,1182051,AST Functional Test,19481,6338.0,32.53,ASTORIA_GA_1182051
ASTORIA,GA,1182051,AST Google Firmware Update Test,12700,285.0,2.24,ASTORIA_GA_1182051
ASTORIA,GA,1182051,AST Pre-Test,21696,11255.0,51.88,ASTORIA_GA_1182051
ASTORIA,GA,1182051,AST Run-in Test,13987,1218.0,8.71,ASTORIA_GA_1182051
ASTORIA,GA,1182051,AST SDC Test,15099,2630.0,17.42,ASTORIA_GA_1182051
ASTORIA,GA,1185401,AST Functional Test,6,0.0,0.0,ASTORIA_GA_1185401
ASTORIA,GA,1185401,AST Google Firmware Update Test,7,1.0,14.29,ASTORIA_GA_1185401
ASTORIA,GA,1185401,AST Run-in Test,8,2.0,25.0,ASTORIA_GA_1185401
ASTORIA,GA,1185401,AST SDC Test,6,0.0,0.0,ASTORIA_GA_1185401
ASTORIA,GA,1185401,Turin Pre-Firmware Update Test,10,4.0,40.0,ASTORIA_GA_1185401
ASTORIA,PROD,1154427,AST Functional Test,10741,5321.0,49.54,ASTORIA_PROD_1154427
ASTORIA,PROD,1154427,AST Google Firmware Update Test,5385,303.0,5.63,ASTORIA_PROD_1154427
ASTORIA,PROD,1154427,AST Run-in Test,6116,858.0,14.03,ASTORIA_PROD_1154427
ASTORIA,PROD,1154427,AST SDC Test,5700,591.0,10.37,ASTORIA_PROD_1154427
ASTORIA,PROD,1154500,AST Functional Test,320,169.0,52.81,ASTORIA_PROD_1154500
ASTORIA,PROD,1154500,AST Google Firmware Update Test,148,3.0,2.03,ASTORIA_PROD_1154500
ASTORIA,PROD,1154500,AST Run-in Test,165,17.0,10.3,ASTORIA_PROD_1154500
ASTORIA,PROD,1154500,AST SDC Test,159,13.0,8.18,ASTORIA_PROD_1154500
